appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
694470,Guitar Hardness,2017/9/13,1,Lonely Dev,Lonely Dev,windows,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support,Casual;Indie,Casual;Indie,0,1,6,0,0,0-20000,0.79
694480,DEFENDERS OF THE FALLEN ISLAND,2017/12/14,1,Open World Interactive,Open World Interactive,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Steam Achievements;Stats;Steam Leaderboards,Action;Indie;Strategy;Early Access,Early Access;Action;Strategy,17,18,11,0,0,0-20000,7.19
694490,Quad Hopping,2017/8/23,1,LillyWelland inc.,Bitlock Studio,windows;mac;linux,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Indie;Casual;Adventure,36,23,30,0,0,0-20000,0.79
694500,Army Men RTS,2017/12/20,1,Pandemic Studios,2K,windows,0,Single-player,Action;Strategy,Strategy;Action;RTS,0,152,28,0,0,20000-50000,4.69
694520,His Chuunibyou Cannot Be Cured!,2018/3/22,1,Tamaya Kagiya,MangaGamer,windows;mac;linux,0,Single-player,Casual,Casual;Visual Novel;Anime,0,4,1,0,0,0-20000,10.99
694550,Audio Forager,2018/3/2,1,Cabbibo,Cabbibo,windows,0,Single-player,Casual;Free to Play;Indie;Simulation,Free to Play;Indie;Casual,0,9,0,0,0,0-20000,0
694660,End of Days,2017/9/27,1,Life Art Studios,Life Art Studios,windows,0,Single-player,Early Access,Early Access;Violent;VR,0,6,1,0,0,0-20000,7.19
694670,Charpi,2017/8/31,1,Piaj,Piaj,windows,0,Single-player;Steam Achievements,Casual;Indie;Early Access,Early Access;Indie;Casual,1,7,0,0,0,0-20000,1.59
694720,notmycar,2019/4/5,1,NMC Studios,Skybound Games,windows,0,Online Multi-Player;MMO;In-App Purchases;Partial Controller Support,Action;Massively Multiplayer;Early Access,Early Access;Battle Royale;Action,0,444,584,0,0,50000-100000,0
694730,Evil Park,2017/9/1,1,Mobsoftware,Mobsoftware,windows,0,Single-player,Violent;Gore;Indie,Violent;Indie;Gore,0,18,8,0,0,0-20000,2.79
694760,Sweaty Palms,2017/11/6,1,Delattre & Harger,Delattre & Harger,windows,0,Online Multi-Player,Action;Indie;Early Access,Early Access;Action;Indie,0,12,1,0,0,0-20000,7.19
694790,The Botanist,2017/10/5,1,Jamo Games,Jamo Games,windows,0,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation,5,15,3,0,0,0-20000,4.99
694830,Give It Up! Plus,2019/1/30,1,Invictus Games Ltd.,Invictus Games Ltd.,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie,Indie;Casual;Music,13,6,1,0,0,0-20000,2.09
694870,All Contact Lost,2018/3/22,1,1st impact games,1st impact games,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Partial Controller Support,Action;Indie;Early Access,Early Access;Action;Indie,0,20,4,0,0,0-20000,11.39
694930,Lost God,2018/2/7,1,Time Stop Interactive,Time Stop Interactive,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Action;Indie;Adventure,26,12,3,0,0,0-20000,11.39
694950,Oure,2017/11/14,1,Heavy Spectrum Limited,Heavy Spectrum Limited,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Casual;Indie,Adventure;Casual;Indie,27,24,5,0,0,0-20000,14.99
694960,Zenethics Lab : Outbreak,2017/9/4,1,Gilles Schaeck,Gilles Schaeck,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;RPG,Action;Adventure;RPG,34,6,1,0,0,0-20000,2.89
694980,Fjong,2017/9/11,1,VaragtP,VaragtP,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie,Indie;Casual;Adventure,44,52,22,0,0,0-20000,1.69
695100,Smoke and Sacrifice,2018/5/31,1,Solar Sail Games Ltd,Curve Digital ,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie;RPG,RPG;Adventure;Indie,32,102,26,0,0,0-20000,15.99
695110,Twickles,2017/9/28,1,Neox Studios,Assemble Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie;Simulation,Casual;Indie;Simulation,9,25,1,0,0,0-20000,4.99
695290,The Golf Club? 2019 featuring PGA TOUR,2018/8/28,1,HB Studios Multimedia Ltd.,2K,windows,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Full controller support;Stats;Steam Turn Notifications;Includes level editor,Indie;Simulation;Sports;Strategy,Sports;Simulation;Strategy,29,217,130,0,0,0-20000,44.99
695320,Jobous the alien R,2017/9/2,1,Veibyn,Veibyn,windows,0,Single-player,Action;Adventure;Indie,Action;Indie;Adventure,0,3,0,0,0,0-20000,0.79
695360,Veritex,2018/3/15,1,Veritex Studios LLC,Veritex Studios LLC,windows,0,Multi-player;Online Multi-Player;Steam Achievements,Action;Adventure;Indie;RPG;Early Access,Early Access;Indie;Action,12,49,60,0,0,0-20000,0
695420,Hex: Origins,2017/9/23,1,Pretty Bat Games,Pretty Bat Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Casual;Indie,Indie;Casual,19,8,0,0,0,0-20000,1.69
695450,Kingdom of the Dragon,2018/2/1,1,Hook Echo Software,Hook Echo Software,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie;RPG,Action;Indie;Adventure,30,20,9,0,0,0-20000,4.79
695460,Coffee Pixes,2017/11/7,1,Fuyu Games AB,Fuyu Games AB,windows,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Indie,Indie;Casual,15,4,0,0,0,0-20000,0.79
695490,Operation Chromite 1950 VR,2018/2/4,1,eiNpictures,eiNpictures,windows,0,Single-player,Action;Indie;Simulation,Action;Indie;Simulation,0,4,2,0,0,0-20000,10.59
695510,Rena And Elin,2018/8/3,1,90s Studio,90s Studio,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie;RPG,Action;Adventure;RPG,13,31,8,0,0,0-20000,2.09
695560,Building Block Heroes,2017/10/3,1,Aggroblakh,Aggroblakh,windows;mac;linux,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action;Casual;Indie,Indie;Casual;Action,22,1,0,0,0,0-20000,3.99
695590,Trials of the Illuminati: Cityscape Animated Jigsaws,2017/8/25,1,G. Malta,VRS,windows,0,Single-player;Steam Achievements,Casual;Indie;Simulation;Strategy,Casual;Indie;Simulation,200,25,11,0,0,0-20000,1.69
695600,This Grand Life,2018/4/17,1,Poking Water Games,Poking Water Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Indie;RPG;Simulation,Simulation;RPG;Indie,24,109,36,0,0,0-20000,9.29
695630,新仙剑奇侠传 单机版(Chinese Paladin：Sword and Fairy),2017/10/11,0,SOFTSTAR TECHNOLOGY BEIJINGCOLTD, SOFTSTAR TECHNOLOGY BEIJINGCOLTD,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG,RPG,32,227,327,0,0,100000-200000,3.99
695650,猎人物语,2017/10/11,0,洋葱头科技,洋葱头科技,windows,0,Single-player;Steam Achievements;Steam Cloud,Action,Action;RPG,33,64,32,0,0,20000-50000,1.69
695660,Saloon Showdown VR,2017/10/10,1,Matthew Peacock,Matthew Peacock,windows,0,Single-player,Violent;Action;Indie;Early Access,Early Access;Action;Indie,0,24,3,0,0,0-20000,2.09
695690,Ancient Siberia,2017/12/11,1,Valga Games Studio,Valga Games Studio,windows,0,Multi-player;Online Multi-Player;MMO;Online Co-op,Nudity;Violent;Indie;Massively Multiplayer;Early Access,Early Access;Massively Multiplayer;Indie,0,94,154,0,0,0-20000,3.99
695720,Matchville - Match 3 Puzzle,2018/11/19,1,Creobit,8Floor,windows,0,Single-player;In-App Purchases,Adventure;Casual;Free to Play;Early Access,Early Access;Free to Play;Casual,0,21,16,0,0,0-20000,0
695760,Girls and Dungeons,2017/9/8,1,Nebelsoft,Top Hat Studios Inc,windows,0,Single-player,Sexual Content;Nudity;Adventure;RPG,RPG;Sexual Content;Nudity,0,26,12,0,0,0-20000,1.99
695810,HORDE ATTACK,2017/9/15,1,Danil Kapylov,Danil Kapylov,windows,0,Single-player;Multi-player,Action;Casual;Indie;Strategy;Early Access,Early Access;Strategy;Casual,0,9,4,0,0,0-20000,5.99
695830,Captain Backwater,2017/9/12,1,Intermediaware,Intermediaware,windows;mac;linux,0,Single-player,Casual;Indie;Strategy,Strategy;Indie;Casual,0,9,0,0,0,0-20000,0.79
695880,The Flying Turtle Jewel Quest,2017/8/25,1,Boogygames Studios,Boogygames Studios,windows,0,Single-player,Adventure;Casual;Indie;Strategy,Strategy;Adventure;Indie,0,0,1,0,0,0-20000,2.79
695910,The Relentless,2017/10/24,1,Brett Jackson,Head Start Design,windows,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,37,6,2,0,0,0-20000,3.99
695920,Super Seducer : How to Talk to Girls,2018/3/6,1,RLR Training Inc,RLR Training Inc;Red Dahlia Interactive,windows;mac,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Casual;RPG;Simulation;Strategy,Sexual Content;Comedy;Nudity,18,662,138,0,0,50000-100000,10.29
695940,Love Chronicles: The Sword and the Rose,2017/9/1,1,Vendel Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,1,0,0,0-20000,5.19
695950,European Mystery: The Face of Envy Collector's Edition,2017/9/5,1,Blam! Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
695960,Awakening: The Goblin Kingdom Collector's Edition,2017/9/7,1,Boomzap Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,3,0,0,0,0-20000,7.19
695970,Treadnauts,2018/8/17,1,Topstitch Games,Topstitch Games,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Cloud,Action;Casual;Indie,Indie;Action;Casual,30,108,17,8,8,0-20000,7.19
695980,Labyrinths of the World: Forbidden Muse Collector's Edition,2017/9/29,1,Domini Games,Big Fish Games,windows,0,Single-player;Steam Achievements,Adventure;Casual,Adventure;Casual;Hidden Object,23,2,1,0,0,0-20000,7.19
695990,Dead Reckoning: Brassfield Manor Collector's Edition,2017/9/13,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
696000,Witches' Legacy: The Dark Throne Collector's Edition,2017/9/15,1,EleFun Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,7.19
696010,Otherworld: Shades of Fall Collector's Edition,2017/9/21,1,Boomzap Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,7.19
696020,Surface: Game of Gods Collector's Edition,2017/9/11,1,Elephant Games,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,7.19
696040,Tactera,2017/12/22,1,E McNeill,E McNeill,windows,0,Single-player,Indie;Strategy,Strategy;Indie;VR,0,6,2,0,0,0-20000,11.39
696060,Live,2017/10/12,1,empty assembly,empty assembly,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Indie;Action,9,32,3,0,0,0-20000,1.69
696110,Backgammon,2017/8/28,1,baKno Games,baKno Games,windows;mac;linux,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen,Casual;Indie;Simulation;Strategy,Casual;Strategy;Indie,0,3,2,0,0,0-20000,3.99
696140,No Heroes Here,2017/10/2,1,Mad Mimic,Mad Mimic;Chorus Worldwide,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Stats,Action;Adventure;Casual;Indie;Simulation;Strategy,Strategy;Indie;Simulation,69,182,20,0,0,0-20000,10.99
696160,Necromancer Accountant,2017/10/31,1,Artyom Laletin,Artyom Design,windows,0,Single-player;Stats,Casual;Free to Play;Indie;Simulation;Strategy,Free to Play;Simulation;Strategy,0,29,14,0,0,0-20000,0
696170,SENRAN KAGURA Peach Beach Splash,2018/3/7,1,Tamsoft,"XSEED Games;Marvelous USA, Inc.;Marvelous",windows,0,Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,Sexual Content;Nudity;Anime,50,1783,647,0,0,50000-100000,24.99
696180,Bullet Witch,2018/4/25,1,"Marvelous, Inc.","XSEED Games;Marvelous USA, Inc.;Marvelous",windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Violent;Gore;Action,Action;Gore;Violent,14,134,69,0,0,0-20000,12.99
696190,Vacant,2017/8/19,1,H L Nunnelly,H L Nunnelly,windows,0,Single-player,Adventure;Casual;Indie,Adventure;Indie;Casual,0,2,7,0,0,0-20000,1.99
696200,Mike Dies,2018/2/23,1,Psydra Games LLC,Psydra Games LLC,windows,0,Single-player;Partial Controller Support,Violent;Gore;Action;Adventure;Indie,Adventure;Indie;Action,0,31,0,0,0,0-20000,10.99
696250,Lost Shipwreck,2017/9/29,1,Blueplant Entertainment,Blueplant Entertainment,windows,0,Single-player;Steam Achievements;Steam Workshop;Steam Cloud,Adventure;Indie;Simulation;Early Access,Early Access;Simulation;Adventure,10,7,9,0,0,0-20000,10.99
696310,The Ghost of Joe Papp,2017/11/30,1,Stegalosaurus Game Development,Stegalosaurus Game Development,windows;mac;linux,0,Single-player;Steam Achievements;Captions available,Adventure;Indie,Indie;Adventure;Singleplayer,5,6,5,0,0,0-20000,4.79
696360,仙劍奇俠傳六 (Chinese Paladin：Sword and Fairy 6),2017/11/14,1,SOFTSTAR ENTERTAINMENT INC.,SOFTSTAR ENTERTAINMENT INC.,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,RPG,RPG;Anime;CRPG,46,68,47,228,228,0-20000,11.39
696370,BROKE PROTOCOL: Online City RPG,2017/8/26,1,Cylinder Studios,Cylinder Studios,windows,0,Single-player;Multi-player;Online Multi-Player;MMO;Cross-Platform Multiplayer;Steam Trading Cards;Steam Workshop;Includes level editor,Action;Casual;Indie;Massively Multiplayer;RPG;Simulation;Early Access,Early Access;Simulation;Action,0,919,534,463,427,500000-1000000,3.99
696400,NeoBoom,2017/9/14,1,BJGameInd,BJGameInd,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Indie;Strategy;Casual,961,13,23,1,1,0-20000,0.79
696410,Toy Generals,2018/4/19,1,Arjuna Games,Arjuna Games,windows,0,Single-player;Steam Achievements,Indie;Strategy;Early Access,Early Access;Strategy;Indie,11,8,2,0,0,0-20000,8.49
696430,Progetto Ustica,2018/9/6,1,IV Productions;Game-S,IV Productions,windows;mac,0,Single-player,Indie;Simulation,Simulation;Indie,0,5,8,0,0,0-20000,0
696460,Pixel Traffic: Circle Rush,2017/8/30,1,For Kids,For Kids,windows;mac;linux,0,Single-player;Steam Achievements;Partial Controller Support,Casual;Indie;Racing,Racing;Indie;Casual,39,62,9,0,0,0-20000,1.69
696470,"House Dating VR: Cute Korean Girl, Sehyun",2017/10/24,1,Studio Thug Life,Studio Thug Life,windows,0,Single-player,Indie;Simulation,Simulation;Indie;VR,18,2,4,0,0,0-20000,11.39
696480,The Norwood Suite,2017/10/2,1,Cosmo D,Alliance,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Adventure;Casual;Indie,Adventure;Indie;Casual,17,414,97,20,21,100000-200000,6.99
696490,TOTOBALL,2017/9/11,1,Artur Rezende,Artur Rezende,windows,0,Single-player;Multi-player;Shared/Split Screen;Full controller support,Casual;Indie;Sports,Sports;Indie;Casual,0,19,5,0,0,0-20000,0.79
696500,Soldiers Of Freedom,2017/9/8,1,Bubel Studio,Bubel Studio,windows,0,Single-player,Action;Indie,Action;Indie;Tactical,0,3,13,0,0,0-20000,14.99
696530,Lake Ridden,2018/5/10,1,Midnight Hub,Midnight Hub,windows,0,Single-player;Full controller support,Adventure;Indie,Adventure;Indie;Puzzle,16,107,13,0,0,0-20000,14.99
696540,60 Second Strike,2017/10/4,1,Amplecti Chao,Amplecti Chao,windows,0,Single-player;Partial Controller Support,Action;Indie,Action;Indie;FPS,0,4,5,0,0,0-20000,6.99
696560,Bouncing Duck Simulator,2017/9/8,1,Damien Sueur,Damien Sueur,windows,0,Single-player;Steam Achievements;Partial Controller Support;Stats,Action;Casual;Indie;Simulation,Casual;Action;Indie,15,48,8,0,0,0-20000,3.99
696580,The Tower,2018/2/16,1,Headroom.one,Headroom.one,windows,0,Single-player;Stats,Adventure;Indie,Adventure;Indie;VR,0,7,5,0,0,0-20000,5.19
696590,XXZ: XXL,2017/9/29,1,L. Stotch,L. Stotch,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Sexual Content;Nudity;Casual;Indie;RPG,Sexual Content;Nudity;Match 3,55,139,35,0,0,0-20000,4.79
696650,BLACK DAY,2017/9/18,1,Helios Production,Helios Production,windows,0,Single-player;Partial Controller Support,Indie;Early Access,Early Access;Indie;Sandbox,0,92,22,0,0,0-20000,11.39
696710,The Surprising Adventures of Munchausen,2017/9/26,1,Dikobraz Games,JoyBits Ltd.,windows;mac,0,Single-player,Adventure;Casual;Indie,Adventure;Indie;Casual,0,13,3,0,0,0-20000,5.99
696730,Deep Ones,2017/9/1,1,BURP! Games,BURP! Games,windows,0,Single-player;Full controller support,Action;Adventure;Indie,Action;Adventure;Indie,20,18,13,0,0,0-20000,1.99
696760,HoloLAB Champions,2018/7/10,1,Schell Games,Schell Games,windows,0,Single-player;Steam Achievements;Steam Cloud,Simulation,Simulation;VR,16,6,0,0,0,0-20000,7.19
696810,EMPYRE: Lords of the Sea Gates,2017/10/4,1,Coin Operated Games,Coin Operated Games;Work Shift Play Inc.,windows,0,Single-player,RPG,RPG;Steampunk;Alternate History,66,6,2,0,0,0-20000,22.99
696840,PRESim,2018/2/17,1,Munigis,Munigis,windows,0,Single-player,Indie;Simulation;Strategy,Strategy;Indie;Simulation,0,4,6,0,0,0-20000,5.99
696860,900,2018/11/30,1,Barnaque,Barnaque,windows;mac;linux,0,Single-player,Action;Indie,Action;Indie,0,2,1,0,0,0-20000,1.59
696910,The Legend of the Dragonflame High School,2017/9/1,1,HUNTERS,HUNTERS,windows,0,Single-player;Partial Controller Support,Action,Action;Indie;Pixel Graphics,0,4,1,0,0,0-20000,1.69
696930,Yatsumitsu Fists of Wrath,2017/8/25,1,Virtual Top,VT Publishing,windows,0,Single-player;Steam Achievements,Action;Adventure;Casual;RPG,Action;Adventure;RPG,5000,15,23,0,0,0-20000,3.99
696940,DreamWorks Voltron VR Chronicles,2017/9/26,1,Digital Domain,Digital Domain ,windows,0,Single-player;Steam Achievements,Action;Adventure;Casual,Casual;Action;Adventure,13,37,13,0,0,0-20000,7.19
696990,Fear For Freedom,2017/8/31,1,Grey Gods,Grey Gods,windows,0,Single-player,Adventure;Casual;Free to Play;Indie,Free to Play;Indie;Adventure,0,68,73,0,0,20000-50000,0
697000,YOU ARE KING,2017/9/19,1,GHSSJ,GHSSJ,windows,0,Single-player,Action;Adventure;Casual;Indie;Simulation;Strategy,Strategy;Action;Adventure,0,1,2,0,0,0-20000,13.99
697130,The 9th Gate,2018/10/17,1,Spacepup Entertainment,Spacepup Entertainment,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie;Simulation,Action;Indie;Gore,23,18,7,0,0,0-20000,4.79
697160,Pixel To The West,2018/2/8,1,yayapipi,Yayapipi Studio,windows,0,Single-player,Action;Adventure;Casual;Indie;RPG,Action;Casual;Adventure,0,3,2,0,0,0-20000,3.99
697260,Dogcoin,2017/8/29,1,Primitive Studio,Primitive Studio,windows,0,Single-player,Adventure;Indie,Indie;Adventure;Platformer,0,18,13,0,0,0-20000,0.79
697360,Rabbit BoBo,2018/12/20,1,Sailer,cada,windows,0,Single-player;Partial Controller Support,Adventure;Casual;Indie,Indie;Casual;Adventure,0,0,1,0,0,0-20000,0.79
697370,Linx Battle Arena,2018/1/29,1,Blueshift Media,Blueshift Media,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;In-App Purchases;Stats;Steam Leaderboards;Steam Turn Notifications,Action;Casual;Indie,Action;Indie;Casual,27,22,11,0,0,0-20000,0
697450,Piatka,2017/9/15,1,iwangr,iwangr,windows,0,Single-player;Multi-player;Local Multi-Player,Strategy,Strategy;Puzzle,0,1,0,0,0,0-20000,0.79
